Sample,Label
Workers be can conditions unsafe required in work agree they to if to it.,0
"For UK,  You do not need to prove your English proficiency when applying for a UK Student visa.",0
"For UK,  Your UK Student visa may be refused if you do not meet the health and character requirements.",1
Employers are required to maintain a register of all workers employed at the establishment.,1
"For USA,  You can remain in the US after your program ends without leaving the country or applying for an extension.",0
"For UK,  You must apply for your UK Student visa before your course starts to ensure a smooth entry to the UK.",1
"For UK,  You need to provide a bank statement or other financial evidence to prove that you have sufficient funds for your stay in the UK.",1
Workers in government sectors have specific protections under the Bangladesh Labour Act.,1
"For UK,  You must provide proof of your relationship with your dependents when applying for their UK Student visa.",1
"For UK,  You must show proof of your relationship with any dependents you are bringing with you to the UK on a UK Student visa.",1
"For USA,  You can study part-time on a B-2 tourist visa in the US.",0
"For UK,  You cannot travel to the UK before your course start date stated on your UK Student visa, no matter when your course starts.",1
"For USA,  You must carry your Form I-20 with you when entering the US and present it to immigration officers at the port of entry.",1
"For UK,  You must submit biometric data when applying for your UK Student visa.",1
"For UK,  You do not need to provide proof of sufficient funds when applying for a UK Student visa if you're studying a short-term course.",0
"For to you not Form change schools I-20 your need or USA, do You update if programs.",0
"For UK,  If you're studying for a degree-level course, you can stay in the UK for up to 5 years on a UK Student visa.",1
Employees in government offices are subject to specific working conditions outlined in the act.,1
"For UK,  You must submit proof of your academic history, including relevant grades and qualifications, when applying for a UK Student visa.",1
"For UK,  You must apply for your UK Student visa before your course starts or you risk missing the opportunity to enter the UK.",1
"For UK,  You must submit a letter of acceptance from a licensed UK institution as part of your UK Student visa application.",1
Workers to charged the perform their to are for allowed not need tools job they be duties.,1
"For evidence a must provide You UK when for UK, English of language Student ability your applying visa.",1
"For USA,  Your US student visa will remain valid only for the length of your program as listed on your Form I-20.",1
"For UK,  You can apply for a UK Student visa without providing proof of your English language proficiency.",0
Workers have the right to challenge unfair dismissal in court.,1
"For USA,  You may need to submit academic transcripts and proof of past educational achievements to support your visa application.",1
"For UK,  If you’re applying for a UK Student visa, you must show that you have sufficient funds to cover your tuition fees and living expenses.",1
"For freelancer self-employed studying as a the USA, a on student US work can You in while visa.",0
"For USA,  You can apply for a US student visa after your program has started.",0
"For UK,  You can work as a self-employed individual on a UK Student visa.You can apply for a UK Student visa if you’re studying a part-time course at a lower level than degree level.",0
"For UK,  To be eligible for a UK Student visa, your course must be at least 6 months long for courses below degree level.",1
Employers they stay their for to regular must at pay time work are any workers beyond required working hours.,1
"For UK,  If you're under 18, you must provide consent from your parents or legal guardians when applying for a UK Student visa.",1
"For UK,  You can bring your children and spouse to the UK with you if you're a full-time postgraduate student.",1
Workers in dangerous environments should be provided with protective equipment to ensure their safety.,1
"For USA,  You cannot begin working until your US student visa is approved and you have entered the country.",1
"For USA,  You must attend your visa interview in person, as a virtual interview is not typically available.",1
"For UK,  You must provide proof of sufficient financial resources to pay for your tuition fees and living expenses.",1
"For UK,  You cannot work as a self-employed individual on a UK Student visa.",1
"For UK,  You can study at any school in the UK, even if it is not licensed as a student sponsor, on a UK Student visa.",0
"For USA,  You cannot work off-campus unless authorized by your school or USCIS while on a US student visa.",1
"For USA,  You do not need to update your Form I-20 if you change schools or programs.",0
Employers their sign to contracts workers waive can force labor rights under that laws.,0
Employers must pay workers for overtime hours according to the labor law.,1
"For USA,  You must maintain full-time enrollment in a US school to stay in valid status with your student visa.",1
"For UK,  You can apply for a UK Student visa if you're planning to study in the UK at a Higher Education Provider for a degree course.",1
"For UK,  You can bring your dependents to the UK without proving that you have sufficient financial support for them.",0
"For USA,  You can work full-time while studying in the US on a student visa.",0
"For UK,  You must show that your financial documents are no older than 31 days when applying for a UK Student visa.",1
"For UK,  You must provide your academic qualifications when applying for a UK Student visa for degree-level courses.",1
"For before You for can to your start visa student a up program 120 USA, apply days date.",1
"For USA,  Your student visa application may require additional documents such as letters of recommendation or academic transcripts.",1
"For stay capable are during yourself your supporting the financially must of in UK, You prove you that UK.",1
"For UK,  If you’re applying for a UK Student visa, you must ensure that your financial documents are dated within the last 31 days.",1
"For USA,  You can apply for a US student visa up to 120 days before your program start date, but you cannot enter the US more than 30 days before.",1
"For UK,  You must provide proof of your financial support, such as bank statements, to prove that you can support yourself in the UK.",1
"For a your UK you sufficient and support You have yourself to funds applying prove Student for must UK, dependents when that visa.",1
"For US during can student on work your studies USA, You if restrictions without you're a full-time visa.",0
"For UK,  You can work part-time during term time while studying in the UK on a UK Student visa if you're studying full-time.",1
"For UK,  You must submit proof that you can pay for your course fees and living expenses when applying for a UK Student visa.",1
"For UK,  You do not need to prove that your course is at a higher level than your current course to extend your UK Student visa.",0
"For US Form You must USA, student when provide your for applying visa during I-20 interview a your visa.",1
"For USA,  You must show proof of sufficient financial resources to cover your living expenses while studying in the US.",1
"For must degree-level your for when visa UK, applying a academic UK provide for qualifications Student You studies.",1
"For USA,  You must provide proof that your program is SEVP-approved when applying for a student visa.",1
"For USA,  You must provide biometric data as part of your US student visa application.",1
"For USA, I-20 your provide when must and visa fee Form SEVIS your attending receipt You interview.",1
"For UK,  You must show that you have enough money to cover the cost of living in the UK, such as for accommodation and meals.",1
"For USA,  You can only work part-time during term time while studying in the US on a student visa.",1
Workers who have been with an employer for several years are entitled to certain benefits.,1
"For need UK than the for for Student You if visa less you do UK, to apply studying a in 6 are months not UK.",0
"For UK,  If you're planning to study in the UK, your course must be taught in English to meet the language proficiency requirement for a UK Student visa.",1
"For USA,  You can study in the US on a tourist visa if you are taking part-time classes.",0
"For UK,  You must provide evidence that you can support your dependents during your stay in the UK when applying for their visas.",1
Workers their action legal employer to they must be are if not take right their against denied mistreated.,1
"For UK,  You can extend your UK Student visa if you're eligible to continue your studies at a higher academic level.",1
Employers do not need to follow labor laws if they have an agreement with the workers to bypass them.,0
"For USA,  You can study part-time on a tourist visa in the US.",0
Employers must ensure that the workplace is safe and complies with health and safety regulations.,1
Employers must provide a safe working environment to all workers in the establishment.,1
"For USA,  You cannot study in the US on a student visa unless you are enrolled at an SEVP-approved school.",1
"For UK,  You must submit proof of your relationship with your dependents when applying for their UK Student visa.",1
"For USA,  You can apply for a US student visa without submitting proof of your academic qualifications.",0
"For USA,  You do not need to maintain full-time enrollment in your program if you're studying on a US student visa.",0
"For USA,  You do not need to provide biometric data when attending your visa interview.",0
Workers are entitled to a clear and written contract that outlines the terms of their employment.,1
Employers must notify workers of any changes to their employment contract in writing.,1
"For USA,  You can work as a self-employed freelancer while studying in the US on a student visa.",0
"For USA,  You can stay in the US on a student visa even if you no longer meet the full-time study requirement.",0
"For UK,  You can bring your dependents to the UK if you're studying a full-time course that is less than 6 months long.",0
"For UK,  Your dependents do not need to apply for a visa if they are joining you for a short course under 6 months.",0
"For UK,  If you're applying for a UK Student visa, you can apply up to 6 months before your course starts if you’re applying from outside the UK.",1
"For UK,  You must submit evidence of your financial situation when applying for a UK Student visa.",1
"For UK,  You cannot claim public funds (benefits) while on a UK Student visa.",1
"For resources to You bring without you UK dependents for your financial the proving that have sufficient can UK, them.",0
"For UK,  You must provide proof of your English language ability, such as an IELTS score, when applying for a UK Student visa.",1
"For UK,  You do not need to submit biometric information when applying for a UK Student visa.",0
"For visa USA, visitor You from can change entering to a visa a after the student US.",0
"For UK,  You can apply for a UK Student visa without proof of your academic qualifications.",0
"For if a before is your your provide visa application visa documents as is If USA, you additional must approved, fee, issued, issuance such required.",1
"For UK,  You can apply for a UK Student visa without a bank statement to prove you have sufficient funds for your stay in the UK.",0
"For when I-20 must student for USA, and to for submit You the entry Form visa a applying US.",1
"For UK,  You can work as a freelancer while studying in the UK on a UK Student visa.",0
"For in on visa Student indefinitely You stay UK the studying can if you're UK, a UK a postgraduate course.",0
Employers must provide workers with adequate rest breaks during long working hours.,1
"For USA,  You can apply for a US student visa without first being accepted to a SEVP-approved school.",0
"For at request a to to USA, US and enter the States visa US United to student permission travel you The allows port-of-entry.",1
"For UK,  You must prove that your course is recognized by the UK government when applying for a UK Student visa.",1
"For USA,  You must maintain your student status by attending full-time classes at a SEVP-approved school.",1
"For your studying proof cover funds the both while expenses and you tuition fees must sufficient living have that in to UK, show You UK.",1
"For UK,  You do not need to provide proof of your English language proficiency when applying for a UK Student visa.",0
"For UK,  You cannot work full-time on a UK Student visa unless you are studying at degree level or above.",1
"For UK,  You can work more than 20 hours a week during term time on a UK Student visa.",0
"For UK,  You do not need to submit your application before your course starts for a UK Student visa.",0
Employees are entitled to be informed about the work environment and potential risks they may face.,1
"For UK,  You must prove that your course is a recognized qualification, and that you have been offered a place to study on the course.",1
"For per a work on You 20 term UK, during time than Student UK hours can more week visa.",0
"For UK,  You must have a valid passport to apply for a UK Student visa.",1
"For USA,  You must apply for a student visa before your program start date and ensure sufficient time for processing.",1
"For Student You are of dependents the accompanying must evidence UK, you your to provide any relationship to a who on UK visa.",1
Employers can stop workers from joining a trade union if they are opposed to it.,0
"For You form UK must Student for UK, when a a detailed applying application provide visa.",1
"For UK,  If you're under 18 years old, you must provide consent from your parents or legal guardians to apply for a UK Student visa.",1
"For UK,  You must prove that your course is recognized and meets the requirements for the UK Student visa.",1
"For UK residence a (BRP) permit if Student do applying UK, a You for biometric you're need not visa.",0
"For UK,  You must have a Confirmation of Acceptance for Studies (CAS) from your course provider before applying for a UK Student visa.",1
Workers must not be subjected to unsafe working conditions that can cause harm to their health.,1
"For or approval your receiving You update Form SEVIS cannot your school and without the for change USA, to program informing I-20.",1
"For USA,  You do not need to show proof of English proficiency when applying for a US student visa.",0
"For USA,  You do not need to attend a visa interview if you are a full-time student.",0
"For UK,  You must provide a bank statement showing that you have sufficient funds to support yourself while studying in the UK.",1
"For USA,  You can apply for a student visa up to 120 days before the start of your program but cannot enter the US more than 30 days before the start.",1
"For UK,  You can work in any type of job while studying in the UK with a Student visa.",0
"For UK,  If you're a full-time postgraduate student, you can bring your dependents to the UK on a UK Student visa.",1
"For USA,  You do not need to apply for a new student visa if you change academic programs.",0
"For USA,  You can change your school or program without notifying SEVIS or updating your Form I-20.",0
Workers should not be subjected to excessive working hours that violate labor laws.,1
"For USA,  You must update your Form I-20 if you change your program or school after arriving in the US.",1
"For UK,  You must submit your application for a UK Student visa at least 3 months before your course start date.",1
"For be I-20 Form you and Your by signed Official Designated before must the both (DSO) your School attend you visa USA, interview.",1
Employers can require workers to work without any compensation for overtime hours if the worker agrees to it.,0
Employers must an legal employee's the process terminating follow when contract.,1
"For USA,  You can study on a student visa if you are attending a language training program in the US.",1
"For UK,  You must provide your valid passport or travel document when applying for a UK Student visa.",1
"For UK,  You must provide your latest academic transcripts and certificates when applying for a UK Student visa.",1
"For USA,  You do not need to provide proof of academic qualifications when applying for a US student visa.",0
Employers must comply with the rules for providing safe working conditions for their workers.,1
"For UK,  You need a valid passport to apply for a UK Student visa.",1
"For USA,  You must provide an updated Form I-20 from your school if you change programs or schools.",1
"For USA,  Your student visa allows you to stay only as long as your academic program lasts.",1
"For UK,  You do not need to provide biometric data when applying for a UK Student visa if you're studying a short-term course.",0
Employees must receive adequate training before being asked to operate heavy machinery.,1
"For have when and you cover UK, ensure living for expenses fees money Student UK You enough that your a both tuition must to applying visa.",1
"For UK,  You must apply for a UK Student visa before your current visa expires and your new course starts within 28 days.",1
Workers are entitled to severance pay if they are dismissed without cause after a certain period of employment.,1
"For USA,  You can work off-campus on a student visa without authorization from your school.",0
"For UK,  You must prove your English language proficiency when applying for a UK Student visa, unless you're exempt.",1
"For UK,  If your application is successful, you'll be told what you can and cannot do on a UK Student visa.",1
"For US visa for stay a USA, more 5 in can You on without student than the years reapplying.",0
Employers must provide workers with personal protective equipment (PPE) if their work exposes them to potential harm.,1
Employees who are terminated must be paid all due wages and any other benefits immediately after leaving.,1
"For a US student the visa on You studying full-time USA, any while in without can work restrictions.",0
"For maintain a at full-time SEVP-approved enrollment on You US student a while school must USA, visa.",1
"For UK,  If you're applying for a UK Student visa, you’ll need to provide proof of your relationship to any dependents you're bringing with you.",1
"For USA,  You can change your program or school without updating your Form I-20 with SEVIS.",0
"For USA,  You must leave the US within 60 days after your program ends unless you are authorized for practical training.",1
"For USA,  You can switch schools without updating your Form I-20 with SEVIS.",0
"For even another the UK, must UK if apply of in a You type already for you're visa on UK Student visa.",1
Employees can be fired without notice or compensation if they do not meet the expectations set by the employer.,0
"For UK,  You must show evidence that your course is full-time and recognized when applying for a UK Student visa.",1
"For UK,  You can apply for a UK Student visa for a course shorter than 6 months without meeting specific requirements.",0
"For USA,  You can study in the US without providing proof of your academic readiness for the program.",0
"For a be to to children if you're UK bring full-time You your able UK, may the applying postgraduate as student.",1
Employees related workplace organize to peaceful to allowed protests are issues.,1
Employers must keep accurate records of workers' hours worked and wages paid.,1
"For valid UK, You apply to must have Student passport for UK a a visa.",1
"For UK,  You must provide proof that you have enough money to support yourself and pay for your course when applying for a UK Student visa.",1
"For You sufficient studying when provide need the financial resources in to UK, expenses of proof cover living to your UK.",1
"For UK,  Your partner can automatically stay in the UK for the same duration as your Student visa, without meeting the requirements.",0
"For that must to the live enough have prove provide UK, You statement in bank to money a you UK.",1
"For UK, a applying UK is Student UKVI evidence course by when You for full-time provide and your recognized must that visa.",1
"For UK,  You must apply for your UK Student visa before your current visa expires if you're extending your stay in the UK.",1
"For a provide for to need when do of student You resources applying proof not financial USA, visa.",0
"For provide your or USA, You do your Form financial to I-20 not documents need during visa interview.",0
"For USA,  You can work full-time during your studies without restrictions if you're on a US student visa.",0
Workers of or to not upon leave entitled be insurance paid are health their rights to informed hiring.,0
"For USA,  You must show evidence of academic readiness and sufficient knowledge for your course of study when applying for a student visa.",1
"For to USA, at have only You you program a a SEVP-approved student a if apply accepted visa full-time been can for school.",1
"For UK,  You must prove that you can financially support yourself and your dependents when applying for a UK Student visa.",1
Employers must ensure that workers are given the opportunity to take paid time off for vacations and personal matters.,1
"For study US the in a toward for tourist credit USA, You on can visa a (B-2) degree.",0
"For a health do provide or cover UK applying insurance to not UK, need for Student when a You plan visa.",0
"For UK,  You must apply for your UK Student visa before your course starts to avoid complications with your entry to the UK.",1
Employers can fire workers who are on maternity leave without compensation.,0
"For UK,  You must provide evidence that your course is full-time and eligible for a UK Student visa.",1
"For UK,  You can apply for a UK Student visa without providing evidence of your relationship to dependents.",0
Workers are entitled to take rest periods during their shifts to ensure productivity and well-being.,1
"For UK,  You must provide evidence that your course provider is a licensed sponsor when applying for a UK Student visa.",1
"For USA,  You cannot work more than 20 hours a week on campus during the academic year while on a student visa.",1
"For meets prove the recognized and must your Student requirements UK, for course You is the UK that visa.",1
Workers cannot be reimbursed for work-related expenses if they did not keep receipts for those expenses.,0
"For UK,  You must provide a valid Confirmation of Acceptance for Studies (CAS) reference number to apply for a UK Student visa.",1
"For your UK a proving for the You for UK, is apply can Student without eligible full-time course that visa and program.",0
"For UK,  You must provide evidence of sufficient funds to support yourself during your studies in the UK.",1
"For UK,  You can extend your UK Student visa if you wish to continue studying at a higher academic level in the UK.",1
"For USA,  You can change from a student visa to a tourist visa after entering the US.",0
"For UK,  You must prove that your relationship with your dependents is legitimate when applying for their UK visas.",1
"For USA,  You do not need to show proof of financial support when applying for a US student visa.",0
"For USA,  You must provide your passport, Form DS-160 confirmation, and visa application fee receipt for the visa interview.",1
"Employers can fire workers for joining a union, even though union membership is protected by law.",0
"For USA,  You do not need to maintain your SEVIS record to stay in the US.",0
"For USA,  You must maintain a full-time academic schedule to stay in good standing while studying in the US on a student visa.",1
"For USA,  You can remain in the US after your program has ended without applying for a new visa.",0
"For USA,  You can remain in the US indefinitely after completing your program on a student visa.",0
"Workers laid as entitled due to if to compensation off natural such are they are circumstances, unforeseen disasters.",1
"For UK,  You must provide proof of your relationship with any dependents you are bringing with you to the UK.",1
Workers their receive payment are an when days for they entitled to leave unused leave organization.,1
"For UK,  You must submit evidence of your academic history when applying for a UK Student visa.",1
"For USA,  You must provide proof of sufficient funds to cover tuition fees and living expenses for the duration of your study.",1
"For UK,  You can stay in the UK indefinitely on a Student visa.",0
"For USA,  You cannot work off-campus while studying in the US on a student visa without specific authorization.",1
"For UK,  You can bring your children and spouse to the UK if you're studying at a higher education institution as a full-time postgraduate student.",1
"For UK,  You must show that you have enough funds to cover both your tuition fees and living expenses when applying for a UK Student visa.",1
"For proof of to the completing your intent must USA, You leave show after your US studies.",1
"For USA,  You must apply for a US student visa before your program begins to ensure sufficient processing time.",1
"For a you if on in the tourist are taking You USA, visa can study US part-time classes.",0
"For USA,  You must carry your Form I-20 when you enter the US and present it to the customs officer upon arrival.",1
"For UK,  Your dependents must also apply for a visa to join you in the UK, and they must meet specific financial and immigration requirements.",1
"For UK,  You can apply for a UK Student visa for a part-time course below degree level.",0
Employees are must compensated redundancy due under retrenched the be who to law.,1
"For UK,  You can apply for a UK Student visa without providing your passport.",0
Employers must provide clear communication about the expectations and duties for each worker.,1
"For USA,  You cannot begin working on campus until your student visa has been approved.",1
"For receiving before applying I-901 the after I-20 for required USA, be your You to your Form will fee pay SEVIS visa.",1
"For UK,  Your dependents must apply for their UK visas separately if they are joining you in the UK for more than 6 months.",1
"For USA,  You must provide your Form I-20, proof of financial support, and your passport when attending your visa interview.",1
Employers must respect workers' privacy and confidentiality regarding their personal and medical information.,1
"For USA,  You do not need to maintain full-time enrollment to stay in the US on a student visa.",0
"For UK,  You must submit biometric information, including fingerprints and a photo, as part of your UK Student visa application.",1
"For USA,  You must provide proof of sufficient financial resources, including tuition, living expenses, and travel costs.",1
"For USA,  You do not need to provide biometric data for a student visa application.",0
"For approved, you enter before student more your USA, your can of US is no the than If visa days 30 start the program.",1
"For USA,  You can study in the US on a tourist visa without needing to change your status to a student visa.",0
"For UK,  You must apply for a UK Student visa before your current visa expires if you're extending your stay in the UK.",1
"For to language in study your you're the planning proficiency requirement meet in to UK taught a UK, must UK, English Student the for course be If visa.",1
Workers must not be denied their right to take legal action against their employer if they are mistreated.,1
Employers must ensure that their workers' personal data is protected under data protection laws.,1
"For proof must applying provide SEVP-approved student that when USA, program is for a your You visa.",1
Employers worker's providing a contract with without terminate appropriate cannot them notice.,1
"Workers safe to health entitled environment, and from free are a work clean hazards.",1
"For UK,  You must apply for your UK Student visa before your course starts to ensure that you are allowed to enter the UK.",1
"For UK,  You can apply for a UK Student visa without having received a valid Confirmation of Acceptance for Studies (CAS).",0
Trade unions must be registered with the government in order to operate legally.,1
"For USA,  You can work full-time in any job while studying in the US on a student visa.",0
"For UK,  You can stay in the UK on a Student visa for up to 5 years if you're studying at a degree level or above.",1
"For UK,  You must submit proof that your course provider is a licensed sponsor when applying for a UK Student visa.",1
"For USA,  You must leave the US within 60 days of completing your academic program or authorized practical training.",1
"For UK,  You must provide evidence of your relationship to your dependents when applying for their UK visas.",1
A worker's resignation should be processed properly according to the company's policies.,1
"For UK,  You can work full-time during term time on a UK Student visa if you're studying a full-time course at degree level.",0
"For your fees and You a you UK, for sufficient funds expenses that when UK show cover Student applying living to must both have tuition visa.",1
"For a be the automatically financial Your you for requirements if meet will application approved UK, Student UK visa.",0
"For UK,  You can stay in the UK for up to 2 years if your course is below degree level, depending on the course duration.",1
"For USA,  You can change your school or program without informing your Designated School Official (DSO).",0
"For USA,  You must have a valid passport that is valid for at least six months beyond your intended stay in the US.",1
"For to not extending need you’re progress do your if academic UK prove Student You your UK, visa.",0
"For student proof You of achievements your USA, academic must submit for applying when US a visa.",1
Employers must provide workers with adequate rest breaks during their shifts.,1
"For USA,  You can remain in the US after completing your program if your student visa expires.",0
Workers are entitled to fair treatment and protection against unfair dismissal or retaliation.,1
"For UK,  You must provide evidence that your course is full-time and recognized by UKVI when applying for a UK Student visa.",1
"For UK,  You can study part-time on a UK Student visa without being enrolled in a recognized full-time course.",0
"For UK,  You will be required to pay a healthcare surcharge as part of your UK Student visa application.",1
"For require Your and academic application proof qualifications, visa will transcripts including USA, of your test scores.",1
Retirement age for workers in many industries is set by law at 60 years old.,1
"For USA,  You can apply for a student visa only if you have been accepted to a full-time program at a SEVP-approved school.",1
Employers are required to provide health checks for employees in high-risk industries.,1
"For UK,  You must submit your application for a UK Student visa before your course starts to avoid being denied entry.",1
Employers safety workers must to allow report violations anonymously.,1
"For UK,  You need to provide documents confirming your qualifications and the academic progress requirement when applying to extend your Student visa.",1
"For UK,  You must provide proof of your academic history and course details when applying for a UK Student visa.",1
"For must change program notify If or SEVIS USA, updated you your you school, and provide documentation.",1
"For USA,  You do not need to provide biometric data for your visa application if you're applying for a student visa.",0
"For UK,  You can study part-time in the UK on a UK Student visa if you are not enrolled in a full-time program.",0
"For USA,  If you have any dependents, they must apply for F-2 or M-2 visas.",1
"For UK,  You must provide biometric information, including fingerprints and photographs, when applying for your UK Student visa.",1
"For USA,  You do not need to provide documents for your dependents when they apply for a visa.",0
Employers must provide workers with personal protective equipment (PPE) if their job exposes them to risks.,1
"For UK,  Your UK Student visa application will require you to prove that you have enough money to cover tuition fees and living expenses.",1
Employers can dismiss workers without cause as long as they are given severance pay.,0
"For USA,  You cannot change your major without updating your Form I-20 with your school and SEVIS.",1
"For visa you're during UK, a full-time work on UK You time term Student full-time can if a student.",0
"For the more course that 9 You studying to full-time can dependents UK, postgraduate UK with if you lasts you're than a bring months.",1
"For any must relationship with provide UK when You their of proof dependents applying UK, for your visas.",1
"For UK,  You can apply for a UK Student visa after your course starts if you’re applying from inside the UK.",0
"For funds have rely UK, they Your and sufficient funds prove support public must the themselves on not to in dependents UK.",1
"For USA,  You will need to prove you have sufficient living expenses to cover your studies while in the US.",1
Employers are not responsible for compensating workers who are injured during working hours.,0
"For USA,  You cannot change to a tourist visa once your student visa application is denied.",1
"For USA,  You must update your Form I-20 and notify your school if you change your academic program or school.",1
"For UK,  You must apply for a UK Student visa before your course starts, or you may risk being denied entry.",1
"For USA,  You do not need to provide a letter of acceptance from a US institution when applying for a student visa.",0
"For UK,  You can work as a self-employed individual while studying in the UK on a UK Student visa.",0
"For UK,  You must provide proof of your relationship with any dependents when applying for their UK visas.",1
"For UK,  You must provide evidence of sufficient financial support for yourself and any dependents when applying for a UK Student visa.",1
"For UK,  You must have an unconditional offer from a licensed UK institution to apply for a UK Student visa.",1
"For UK,  You must prove your relationship to any dependents applying for a UK Student visa with you.",1
"For USA,  Students on an F or M visa must carry a valid Form I-20 when traveling outside the US.",1
"For UK,  You can travel to the UK before your course start date, no matter what your visa says.",0
"For USA,  You must have a student visa (F or M visa) to travel to the United States to study.",1
"For USA,  You can work as an independent contractor while studying in the US on a student visa.",0
"For UK,  You can apply for a UK Student visa if you are planning to study in the UK for less than 6 months without providing financial proof.",0
Employers required at of workers all the employed are to register maintain a establishment.,1
"For UK,  You must provide proof of your academic qualifications when applying for a UK Student visa.",1
"For your for maintain entire in a You of must the duration passport valid USA, studies the US.",1
"For UK,  You can apply for a UK Student visa if your course does not meet UKVI’s minimum duration requirement.",0
"For USA,  You can apply for a US student visa up to 120 days before your program starts, but you cannot enter the US more than 30 days prior to the start of your program.",1
Employers cannot workers fine being absent without for permission.,0
"For USA,  You cannot change schools or programs while on a student visa unless you have received approval from SEVIS.",1
"For UK,  You must submit a full UK birth certificate for your children if you’re applying for a UK visa for them.",1
"For UK,  You do not need to provide proof of sufficient funds when applying for a UK Student visa.",0
"For USA,  You can work full-time while studying in the US on a student visa without any restrictions.",0
"For Student term if during UK, You UK you're the part-time a studying visa work in on can while time full-time UK a student.",1
Employers must ensure that workers are not subject to harassment or abusive behavior in the workplace.,1
"For your without of Student UK apply evidence You visa UK, academic can a for providing qualifications.",0
"For USA,  You must submit proof of your ability to pay for tuition and living expenses while studying in the US on a student visa.",1
"For USA,  You must provide proof of your academic readiness when applying for a student visa, such as standardized test scores.",1
"For UK,  You do not need to provide a health insurance plan or cover when applying for a UK Student visa.",0
"For USA,  You cannot study in the US on a visitor visa if you're intending to enroll in a full-time degree program.",1
"For do You need biometric provide attending USA, to when visa not a data interview.",0
"For USA,  You do not need to submit your Form I-20 when applying for a US student visa.",0
"For UK,  You can apply for a UK Student visa if you're studying at an eligible UK institution, whether it’s a university or a further education provider.",1
Employers can require workers to work extra hours without any additional pay if they are salaried employees.,0
"For USA,  You can apply for your student visa up to 120 days before your course start date.",1
Workers in industries with high risks should receive special health screenings.,1
"For UK dependents when of relationship You for provide must their your applying any with Student UK, proof visa.",1
"For course entering to your starts the for your apply before complications You Student must UK, UK visa avoid when UK.",1
"Employers must provide a safe working environment for all employees, free of any known hazards.",1
"For UK,  You can work part-time while studying in the UK on a UK Student visa if you're studying full-time.",1
"For UK,  You do not need to provide proof of sufficient financial resources to support yourself when applying for a UK Student visa.",0
"For issued academic program and student US your duration is USA, practical Your the of visa for training.",1
"For UK,  You must submit biometric data, including a photograph and fingerprints, when applying for your UK Student visa.",1
"For full-time UK, a can You degree a during level UK on time term studying at Student work while visa.",0
"For for for apply language training US visa You and a student USA, vocational degree programs, can programs, programs.",1
"For UK,  You do not need to show you have enough funds if you're applying for a short course under 6 months.",0
"For USA,  Your visa application will require proof of your academic qualifications, including transcripts and test scores.",1
"For UK,  If you're applying for a UK Student visa, you must provide evidence of your relationship to your dependents if they are joining you.",1
"For UK,  You can work full-time during term time on a UK Student visa if your course is not degree-level.",0
Workers cannot claim compensation if they are injured at work while following employer instructions.,0
"For UK,  You do not need to provide your educational certificates when applying for a UK Student visa.",0
"For or prove your UK, dependents must you're any to the children to bringing You relationship UK.",1
"For UK,  You must submit a completed visa application form when applying for a UK Student visa.",1
"For You even can course Student study UK, on visa if not your a part-time is UK eligible.",0
"For USA,  You must provide proof of financial support to cover your tuition and living expenses for the duration of your studies.",1
"For UK,  You must prove that you can financially support your dependents when applying for their UK Student visas.",1
"For UK,  If you're a full-time student, you may be able to work part-time during your studies in the UK.",1
"For that sufficient must applying you have Student UK studies your for when support UK, to a funds during You yourself prove visa.",1
"For You enter date, US USA, 30 visa apply can the a days cannot before US days up for than you to but more start student your 120 program before.",1
"For USA,  You can switch your student visa to another type of visa without applying to USCIS.",0
"For UK,  You must apply for your UK Student visa before your course starts or you risk not being able to enter the UK.",1
"For must you applying and Student to prove fees have for when a enough costs pay money living your You tuition UK UK, visa.",1
Workers are not entitled to be informed of their rights to paid leave or health insurance upon hiring.,0
Workers must be provided with the necessary resources to complete their job effectively and safely.,1
"For UK,  You can apply for a UK Student visa without providing your academic qualifications.",0
"For USA, freelancer a as work can US a while studying the on You student in visa.",0
"For UK,  You must provide academic transcripts when applying for a UK Student visa for degree-level studies.",1
"For UK,  You’ll need a blank page in your passport for biometric information if required.",1
"For UK,  You must provide biometric data when applying for a UK Student visa, including fingerprints and a photo.",1
"For UK,  Your dependents must meet specific financial and relationship requirements when applying for a UK Student visa.",1
"For UK,  You do not need to provide evidence of your financial status when applying for a UK Student visa.",0
"For USA,  You can change your school or program without informing SEVIS or updating your Form I-20.",0
"For USA,  You must maintain a valid passport for the entire duration of your studies in the US.",1
"For UK,  You can apply for a UK Student visa without providing proof of sufficient financial resources.",0
Workers who are involved in an accident at work are entitled to medical care and compensation.,1
"For for your provide UK, visa, information fingerprints and must UK You including your biometric applying when Student a photograph.",1
"For UK,  You must apply for a UK Student visa even if you're already in the UK on another type of visa.",1
Employees working in hazardous environments are entitled to additional health checks to ensure their well-being.,1
"For UK,  You must provide evidence of your financial resources, including your bank balance, when applying for a UK Student visa.",1
"For UK,  You can extend your UK Student visa if you have not met the required attendance and academic progress conditions.",0
Employers are workers' ensure their following that rights labor violated must by not laws.,1
Employers must provide workers with necessary health and safety training.,1
"For USA,  You do not need to show proof of your relationship to dependents when applying for a student visa.",0
Employees who work in dangerous conditions are entitled to a hazard pay allowance.,1
"For UK,  You can apply for a UK Student visa if you have an unconditional offer from a recognized UK institution.",1
"Workers cannot refuse unsafe work, even if they believe the work poses a risk to their health.",0
Workers cause to period of severance entitled they are without after are pay dismissed a if certain employment.,1
